2023-03-24 22:50:01,162.72
2023-03-24 22:55:01,162.36
2023-03-24 23:00:01,162.32
2023-03-24 23:05:01,162.09
2023-03-24 23:10:01,162.62
2023-03-24 23:15:01,162.62
2023-03-24 23:20:01,162.34
2023-03-24 23:25:01,162.68
2023-03-24 23:30:01,162.02
2023-03-24 23:35:01,null
2023-03-24 23:40:01,162.75
2023-03-24 23:45:01,162.81
2023-03-24 23:50:01,162.81
2023-03-24 23:55:01,162.56
2023-03-25 00:00:01,162.86
2023-03-25 00:05:01,162.98
2023-03-25 00:10:01,163.17
2023-03-25 00:15:01,162.59
2023-03-25 00:20:01,162.49
2023-03-25 00:25:01,162.49
2023-03-25 00:30:01,162.37
