2007-04-17,2.7464
2007-05-07,3.1589
2007-05-25,3.4538
2007-06-15,3.6629
2007-07-06,4.0216
2007-07-26,4.438
2007-08-15,3.6446
2007-09-05,4.1572
2007-09-25,4.6563
2007-10-15,5.0758
2007-11-02,5.7107
2007-11-23,5.2144
2007-12-13,5.8312
2008-01-04,5.4731
2008-01-25,3.952
2008-02-14,3.8744
2008-03-06,3.6759
2008-03-27,4.2632
2008-04-16,4.6721
2008-05-06,5.674
2008-05-27,5.667
2008-06-16,5.3755
2008-07-07,5.3244
2008-07-25,4.928
2008-08-14,5.4509
2008-09-04,4.9007
2008-09-24,3.9125
2008-10-14,3.1637
2008-11-03,3.2513
2008-11-21,2.5102
2008-12-12,2.9871
2009-01-05,2.875
2009-01-26,2.7248
2009-02-13,3.0142
2009-03-06,2.5929
2009-03-26,3.3397
2009-04-16,3.6918
2009-05-06,4.0276
2009-05-27,4.0444
2009-06-16,4.1447
2009-07-07,4.1158
2009-07-27,4.8667
2009-08-14,5.0697
2009-09-03,5.0627
2009-09-24,5.5877
2009-10-14,5.8147
2009-11-03,5.7376
2009-11-23,6.2583
2009-12-14,5.9877
2010-01-05,6.5166
2010-01-26,6.2601
2010-02-16,6.1829
2010-03-08,6.6595
2010-03-26,7.0188
2010-04-16,7.5203
2010-05-06,7.4853
2010-05-26,7.4203
2010-06-16,8.1237
2010-07-07,7.8629
2010-07-27,8.0273
2010-08-16,7.5276
2010-09-03,7.866
2010-09-24,8.8858
2010-10-14,9.1895
2010-11-03,9.5083
2010-11-23,9.3846
2010-12-14,9.736
2011-01-04,10.0704
2011-01-25,10.3777
2011-02-14,10.9182
2011-03-07,10.802
2011-03-25,10.6859
2011-04-14,10.1047
2011-05-05,10.5403
2011-05-25,10.2373
2011-06-15,9.9323
2011-07-06,10.6927
2011-07-26,12.2627
2011-08-15,11.6547
2011-09-02,11.3702
2011-09-23,12.2897
2011-10-13,12.4153
2011-11-02,12.0803
2011-11-22,11.445
2011-12-13,11.8189
2012-01-04,12.5675
2012-01-25,13.5773
2012-02-14,15.4863
2012-03-06,16.1186
2012-03-26,18.4507
2012-04-16,17.6345
2012-05-04,17.1822
2012-05-24,17.1843
2012-06-14,17.3731
2012-07-05,18.5407
2012-07-25,17.4776
2012-08-14,19.2842
2012-09-04,20.6055
2012-09-24,21.0884
2012-10-12,19.2237
2012-11-05,17.8473
2012-11-26,18.0793
2012-12-14,15.6339
2013-01-07,16.0666
2013-01-28,13.7951
2013-02-15,14.1941
2013-03-08,13.3168
2013-03-28,13.6543
2013-04-18,12.0932
2013-05-08,14.3076
2013-05-29,13.8158
2013-06-18,13.4065
2013-07-09,13.114
2013-07-29,13.9039
2013-08-16,15.7004
2013-09-06,15.5719
2013-09-26,15.1968
2013-10-16,15.6622
2013-11-05,16.423
2013-11-25,16.4651
2013-12-16,17.5264
2014-01-07,16.9775
2014-01-28,15.9231
2014-02-18,17.2672
2014-03-10,16.7906
2014-03-28,16.9785
2014-04-17,16.6016
2014-05-08,18.6994
2014-05-29,20.2065
2014-06-18,20.5207
2014-07-09,21.2353
2014-07-29,21.9009
2014-08-18,22.1844
2014-09-08,22.0054
2014-09-26,22.5401
2014-10-16,21.5356
2014-11-05,24.3545
2014-11-25,26.4239
2014-12-16,23.986
2015-01-07,24.2107
2015-01-28,25.9094
2015-02-18,29.0366
2015-03-10,28.0869
2015-03-30,28.5065
2015-04-20,28.784
2015-05-08,28.9088
2015-05-29,29.5113
2015-06-18,28.9676
2015-07-09,27.1985
2015-07-29,27.86
2015-08-18,26.5093
2015-09-08,25.5559
2015-09-28,25.5854
2015-10-16,25.2669
2015-11-05,27.6328
2015-11-25,26.9724
2015-12-16,25.4436
2016-01-07,22.0409
2016-01-28,21.5016
2016-02-18,22.1168
2016-03-09,23.2335
2016-03-30,25.1727
2016-04-19,24.5638
2016-05-09,21.4494
2016-05-27,23.1969
2016-06-17,22.0365
2016-07-08,22.3486
2016-07-28,24.1193
2016-08-17,25.3841
2016-09-07,25.1842
2016-09-27,26.2835
2016-10-17,27.3201
2016-11-04,25.4257
2016-11-25,26.1148
2016-12-15,27.0562
2017-01-06,27.5445
2017-01-27,28.4882
2017-02-16,31.7556
2017-03-09,32.5369
2017-03-29,33.8133
2017-04-19,33.0062
2017-05-09,36.1289
2017-05-30,36.2027
2017-06-19,34.4758
2017-07-10,34.1743
2017-07-28,35.2203
2017-08-17,37.3358
2017-09-07,38.14
2017-09-27,36.4773
2017-10-17,37.9531
2017-11-06,41.2123
2017-11-27,41.3224
2017-12-15,41.294
2018-01-08,41.3842
2018-01-29,39.8674
2018-02-16,41.0953
2018-03-09,42.8947
2018-03-29,39.9871
2018-04-19,41.1835
2018-05-09,44.6536
2018-05-30,44.8592
2018-06-19,44.4262
2018-07-10,45.5411
2018-07-30,45.4358
2018-08-17,52.2384
